Match_Date,Match_Day,Match_Time,Stadium,City,Home_Team,Away_Team,Stand_Type,Seat_Category,Match_Type,Weekend,Holiday,Opponent_Popularity,Weather,Rain_Probability,Demand_Level,Previous_Match_Attendance,Stadium_Capacity,Available_Seats,Booking_Time,Days_Before_Match,Base_Price,Predicted_Price
2023-08-16,Wednesday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,DC,Premium,Premium,Eliminator,No,No,Low,Sunny,4,High,18922,35000,3566,3-7 days before,28,1800,2450
2023-07-18,Tuesday,7:30 PM,Narendra Modi Stadium,Ahmedabad,GT,MI,Premium,Premium,League,No,No,High,Rainy,12,Medium,64591,132000,3442,6-24 hours before,26,1800,1700
2023-06-02,Friday,7:30 PM,Sawai Mansingh Stadium,Jaipur,RR,RCB,Premium,Premium,Eliminator,No,No,High,Sunny,25,High,29365,30000,164,0-1 hour before,9,1800,3700
2023-08-01,Tuesday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,RR,Premium,VIP,Qualifier,No,No,Medium,Partly Cloudy,9,Medium,16016,35000,1117,7+ days before,20,3500,4450
2023-07-22,Saturday,3:30 PM,Wankhede Stadium,Mumbai,MI,LSG,VIP,VIP,League,Yes,No,Low,Rainy,18,Very High,28922,33108,499,3-7 days before,14,3500,4450
2023-06-15,Thursday,3:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,RCB,Premium,Premium,League,No,Yes,High,Sunny,26,High,38753,50000,3037,7+ days before,10,1800,2700
2023-09-05,Tuesday,7:30 PM,Eden Gardens,Kolkata,KKR,CSK,Corporate Box,Corporate,Eliminator,No,No,High,Sunny,22,High,49390,66000,6219,1-6 hours before,4,5000,8100
2023-04-17,Monday,7:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,KKR,North,Premium,League,No,No,Medium,Rainy,68,Medium,21243,50000,5628,1-3 days before,22,1800,1400
2023-07-17,Monday,3:30 PM,Wankhede Stadium,Mumbai,MI,KKR,North,Premium,League,No,Yes,Medium,Cloudy,17,Low,13598,33108,5736,1-3 days before,1,1800,2750
2023-04-29,Saturday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,SRH,VIP,VIP,League,Yes,No,Medium,Sunny,0,High,29699,35000,1285,0-1 hour before,6,3500,5850
2023-08-21,Monday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,KKR,North,Economy,League,No,Yes,Medium,Rainy,55,Medium,21507,35000,4996,7+ days before,19,500,450
2023-08-02,Wednesday,7:30 PM,Sawai Mansingh Stadium,Jaipur,RR,GT,North,Standard,League,No,No,Medium,Sunny,8,Medium,19805,30000,2121,1-3 days before,19,900,950
2023-05-16,Tuesday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,LSG,VIP,VIP,Qualifier,No,Yes,Low,Partly Cloudy,6,High,26035,30000,612,7+ days before,21,3500,4750
2023-06-25,Sunday,7:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,KKR,North,Standard,League,Yes,Yes,Medium,Sunny,0,Medium,23618,50000,4402,1-3 days before,30,900,1150
2023-07-03,Monday,3:30 PM,Eden Gardens,Kolkata,KKR,DC,Premium,VIP,Qualifier,No,No,Low,Cloudy,30,Medium,42672,66000,8387,0-1 hour before,19,3500,3650
2023-03-25,Saturday,7:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,GT,Corporate Box,Corporate,League,Yes,No,Medium,Sunny,20,Medium,31309,55000,8451,0-1 hour before,8,5000,6150
2023-04-02,Sunday,3:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,GT,South,Premium,Final,Yes,No,Medium,Partly Cloudy,25,Very High,36970,55000,4919,7+ days before,25,1800,3850
2023-03-28,Tuesday,3:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,RCB,South,Standard,Eliminator,No,Yes,High,Cloudy,17,Medium,11023,26950,3936,0-1 hour before,23,900,1400
2023-07-04,Tuesday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,MI,Premium,VIP,Eliminator,No,Yes,High,Sunny,0,High,18270,35000,1205,6-24 hours before,22,3500,6650
2023-06-01,Thursday,3:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,SRH,West,Standard,Qualifier,No,No,Medium,Rainy,10,Very High,26411,26950,109,7+ days before,15,900,1450
2023-06-26,Monday,3:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,GT,Premium,VIP,League,No,No,Medium,Sunny,28,Medium,34122,55000,2108,7+ days before,20,3500,3300
2023-06-28,Wednesday,7:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,PBKS,North,Premium,Eliminator,No,No,Low,Rainy,68,High,35195,50000,5721,0-1 hour before,19,1800,1900
2023-06-24,Saturday,7:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,LSG,Corporate Box,Corporate,Eliminator,Yes,No,Low,Sunny,29,Very High,48751,50000,323,3-7 days before,20,5000,10200
2023-05-16,Tuesday,7:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,SRH,VIP,VIP,Final,No,Yes,Medium,Cloudy,16,Low,12550,50000,14121,7+ days before,30,3500,5650
2023-07-28,Friday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,LSG,Premium,Premium,Final,No,No,Low,Cloudy,26,Medium,22078,35000,4037,7+ days before,24,1800,2800
2023-05-03,Wednesday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,DC,Corporate Box,Corporate,League,No,No,Low,Partly Cloudy,22,Very High,26078,35000,1714,1-6 hours before,17,5000,6000
2023-03-29,Wednesday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,CSK,West,Standard,Eliminator,No,No,High,Cloudy,2,Medium,27314,35000,1519,6-24 hours before,21,900,1400
2023-06-20,Tuesday,7:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,KKR,South,Premium,League,No,No,Medium,Partly Cloudy,20,High,26046,50000,5316,0-1 hour before,15,1800,1950
2023-09-20,Wednesday,7:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,GT,VIP,VIP,League,No,No,Medium,Cloudy,28,Medium,43369,55000,2577,0-1 hour before,12,3500,3500
2023-07-24,Monday,7:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,MI,West,Economy,Qualifier,No,No,High,Cloudy,29,Low,9296,26950,2967,3-7 days before,15,500,600
2023-09-21,Thursday,7:30 PM,Narendra Modi Stadium,Ahmedabad,GT,RR,VIP,VIP,League,No,No,Medium,Sunny,27,High,67863,132000,14571,0-1 hour before,16,3500,3700
2023-08-09,Wednesday,3:30 PM,Narendra Modi Stadium,Ahmedabad,GT,PBKS,South,Economy,League,No,No,Low,Sunny,27,Medium,68127,132000,10602,0-1 hour before,21,500,450
2023-07-26,Wednesday,7:30 PM,Wankhede Stadium,Mumbai,MI,KKR,VIP,VIP,Qualifier,No,No,Medium,Sunny,5,Medium,24706,33108,2136,1-3 days before,7,3500,5600
2023-05-06,Saturday,3:30 PM,Wankhede Stadium,Mumbai,MI,RCB,Corporate Box,Corporate,League,Yes,Yes,High,Sunny,22,Medium,22624,33108,3817,6-24 hours before,20,5000,7900
2023-04-02,Sunday,7:30 PM,Arun Jaitley Stadium,Delhi,DC,PBKS,VIP,VIP,League,Yes,No,Low,Sunny,30,High,30834,41820,2499,1-6 hours before,29,3500,4450
2023-03-31,Friday,3:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,RCB,West,Standard,League,No,Yes,High,Partly Cloudy,11,High,36946,50000,5088,7+ days before,5,900,1600
2023-04-04,Tuesday,3:30 PM,Wankhede Stadium,Mumbai,MI,RR,North,Premium,Qualifier,No,No,Medium,Sunny,11,Low,14799,33108,1637,7+ days before,8,1800,2450
2023-04-29,Saturday,7:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,GT,VIP,VIP,League,Yes,No,Medium,Sunny,15,Medium,25793,55000,7113,7+ days before,17,3500,4150
2023-09-11,Monday,3:30 PM,Wankhede Stadium,Mumbai,MI,SRH,East,Standard,League,No,No,Medium,Partly Cloudy,2,High,20643,33108,3909,7+ days before,11,900,1200
2023-04-09,Sunday,7:30 PM,Narendra Modi Stadium,Ahmedabad,GT,PBKS,South,Premium,League,Yes,Yes,Low,Cloudy,29,Medium,76550,132000,19004,1-6 hours before,23,1800,2200
2023-07-07,Friday,3:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,RR,VIP,Corporate,League,No,No,Medium,Sunny,19,Low,7184,26950,1575,1-6 hours before,24,5000,4950
2023-07-03,Monday,7:30 PM,Eden Gardens,Kolkata,KKR,GT,South,Premium,Eliminator,No,No,Medium,Cloudy,29,Medium,51440,66000,3334,1-3 days before,24,1800,2300
2023-09-15,Friday,3:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,RR,South,Economy,Final,No,No,Medium,Cloudy,19,High,31289,50000,2691,6-24 hours before,27,500,850
2023-06-13,Tuesday,7:30 PM,Sawai Mansingh Stadium,Jaipur,RR,SRH,Corporate Box,Corporate,League,No,No,Medium,Sunny,26,Medium,20113,30000,1458,3-7 days before,13,5000,5550
2023-09-17,Sunday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,SRH,Premium,Premium,League,Yes,No,Medium,Sunny,25,Medium,21281,35000,1248,7+ days before,28,1800,2250
2023-08-25,Friday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,KKR,Premium,VIP,League,No,No,Medium,Sunny,8,Very High,30640,35000,738,6-24 hours before,19,3500,4100
2023-08-12,Saturday,7:30 PM,Wankhede Stadium,Mumbai,MI,PBKS,North,Standard,Final,Yes,Yes,Low,Sunny,17,High,21140,33108,2975,1-6 hours before,8,900,1950
2023-08-24,Thursday,3:30 PM,Arun Jaitley Stadium,Delhi,DC,PBKS,Premium,VIP,League,No,No,Low,Sunny,11,High,40983,41820,53,0-1 hour before,8,3500,4350
2023-04-26,Wednesday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,KKR,VIP,VIP,League,No,No,Medium,Cloudy,1,Low,10032,30000,5361,6-24 hours before,9,3500,3750
2023-08-30,Wednesday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,KKR,North,Premium,League,No,No,Medium,Cloudy,10,High,20507,35000,5626,1-3 days before,6,1800,2250
2023-04-17,Monday,7:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,RCB,East,Economy,League,No,No,High,Sunny,7,Medium,25644,55000,3250,1-6 hours before,8,500,650
2023-07-14,Friday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,GT,East,Standard,Eliminator,No,No,Medium,Sunny,14,Medium,24348,35000,1965,3-7 days before,24,900,1050
2023-05-16,Tuesday,7:30 PM,Sawai Mansingh Stadium,Jaipur,RR,KKR,VIP,Corporate,League,No,No,Medium,Sunny,19,Medium,17306,30000,1547,1-6 hours before,22,5000,4550
2023-07-06,Thursday,3:30 PM,Arun Jaitley Stadium,Delhi,DC,RCB,South,Premium,League,No,No,High,Cloudy,28,Medium,26772,41820,3226,0-1 hour before,21,1800,2100
2023-07-18,Tuesday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,MI,South,Premium,League,No,No,High,Sunny,23,Medium,19937,35000,3058,6-24 hours before,7,1800,2400
2023-05-04,Thursday,3:30 PM,Narendra Modi Stadium,Ahmedabad,GT,DC,Corporate Box,Corporate,Eliminator,No,No,Low,Partly Cloudy,11,Low,40543,132000,27207,1-6 hours before,2,5000,7000
2023-05-28,Sunday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,CSK,South,Premium,League,Yes,No,High,Sunny,13,Medium,22991,30000,912,6-24 hours before,5,1800,2500
2023-08-30,Wednesday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,MI,North,Standard,League,No,No,High,Partly Cloudy,28,Medium,14240,35000,8022,3-7 days before,22,900,1050
2023-05-09,Tuesday,3:30 PM,Wankhede Stadium,Mumbai,MI,GT,VIP,Corporate,Qualifier,No,No,Medium,Sunny,29,Medium,23664,33108,1547,1-6 hours before,24,5000,5850
2023-08-01,Tuesday,3:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,RR,East,Standard,League,No,No,Medium,Rainy,35,Very High,53900,55000,275,6-24 hours before,14,900,1050
2023-05-27,Saturday,3:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,RCB,East,Economy,Final,Yes,No,High,Sunny,9,Medium,35976,50000,4026,1-3 days before,17,500,1150
2023-07-22,Saturday,7:30 PM,Arun Jaitley Stadium,Delhi,DC,RR,VIP,Corporate,Qualifier,Yes,No,Medium,Cloudy,13,Medium,31079,41820,1011,0-1 hour before,6,5000,7250
2023-04-23,Sunday,7:30 PM,Eden Gardens,Kolkata,KKR,GT,South,Premium,League,Yes,No,Medium,Sunny,24,Low,23686,66000,11571,1-6 hours before,14,1800,2150
2023-07-04,Tuesday,3:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,GT,South,Standard,League,No,Yes,Medium,Sunny,22,Medium,37647,50000,2620,1-3 days before,30,900,900
2023-06-08,Thursday,7:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,RCB,Premium,VIP,Eliminator,No,Yes,High,Partly Cloudy,2,High,33869,50000,3700,1-3 days before,1,3500,9800
2023-06-23,Friday,7:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,MI,Corporate Box,Corporate,League,No,No,High,Sunny,23,High,17107,26950,577,1-6 hours before,20,5000,6250
2023-07-06,Thursday,7:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,DC,Premium,VIP,League,No,No,Low,Sunny,1,High,43604,55000,4093,1-3 days before,13,3500,4200
2023-08-16,Wednesday,3:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,RR,South,Standard,League,No,No,Medium,Cloudy,23,High,34845,55000,2010,1-6 hours before,2,900,1250
2023-05-20,Saturday,3:30 PM,Narendra Modi Stadium,Ahmedabad,GT,PBKS,West,Economy,League,Yes,Yes,Low,Cloudy,13,High,124288,132000,1537,3-7 days before,8,500,800
2023-04-10,Monday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,CSK,Premium,Premium,League,No,No,High,Sunny,14,Very High,24477,35000,3003,0-1 hour before,2,1800,3650
2023-07-23,Sunday,7:30 PM,Eden Gardens,Kolkata,KKR,LSG,VIP,Corporate,League,Yes,No,Low,Sunny,4,High,60566,66000,1393,7+ days before,8,5000,6950
2023-03-30,Thursday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,KKR,Premium,Premium,League,No,No,Medium,Partly Cloudy,12,Low,13927,35000,6966,6-24 hours before,3,1800,2250
2023-05-20,Saturday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,SRH,East,Standard,Qualifier,Yes,No,Medium,Cloudy,13,High,21289,30000,1445,0-1 hour before,7,900,1500
2023-06-13,Tuesday,3:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,MI,VIP,VIP,League,No,No,High,Partly Cloudy,10,Very High,18081,26950,1174,1-3 days before,29,3500,5250
2023-07-06,Thursday,7:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,SRH,North,Premium,League,No,No,Medium,Sunny,5,High,39836,50000,3543,0-1 hour before,2,1800,2300
2023-08-10,Thursday,7:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,RCB,West,Economy,Final,No,No,High,Sunny,5,Low,17757,55000,12858,7+ days before,21,500,1050
2023-04-04,Tuesday,3:30 PM,Eden Gardens,Kolkata,KKR,MI,North,Premium,League,No,No,High,Cloudy,1,High,60107,66000,691,1-6 hours before,28,1800,2550
2023-06-01,Thursday,7:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,MI,Corporate Box,Corporate,Eliminator,No,No,High,Sunny,2,Medium,19968,26950,733,7+ days before,16,5000,6300
2023-09-17,Sunday,7:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,SRH,Premium,Premium,League,Yes,Yes,Medium,Sunny,14,Medium,30177,50000,3028,7+ days before,26,1800,2200
2023-09-11,Monday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,GT,VIP,VIP,Qualifier,No,No,Medium,Sunny,1,High,19560,35000,1353,1-3 days before,4,3500,5150
2023-06-18,Sunday,7:30 PM,Wankhede Stadium,Mumbai,MI,GT,Premium,VIP,League,Yes,No,Medium,Partly Cloudy,21,Very High,30832,33108,581,7+ days before,6,3500,6000
2023-05-04,Thursday,7:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,LSG,East,Economy,League,No,No,Low,Partly Cloudy,8,Medium,39875,55000,3209,1-3 days before,25,500,450
2023-04-28,Friday,7:30 PM,Eden Gardens,Kolkata,KKR,DC,Premium,VIP,Final,No,No,Low,Rainy,28,Low,29422,66000,14045,1-3 days before,2,3500,5250
2023-04-04,Tuesday,3:30 PM,Eden Gardens,Kolkata,KKR,RCB,VIP,Corporate,Final,No,No,High,Partly Cloudy,23,Medium,27415,66000,2053,6-24 hours before,22,5000,8400
2023-06-19,Monday,3:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,GT,Corporate Box,Corporate,League,No,Yes,Medium,Sunny,21,Very High,49000,50000,145,1-3 days before,28,5000,8050
2023-07-14,Friday,3:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,SRH,VIP,Corporate,League,No,No,Medium,Rainy,10,Medium,20358,50000,7596,0-1 hour before,15,5000,4350
2023-08-27,Sunday,3:30 PM,Arun Jaitley Stadium,Delhi,DC,PBKS,Corporate Box,Corporate,League,Yes,No,Low,Sunny,20,Very High,40983,41820,237,3-7 days before,8,5000,8450
2023-05-22,Monday,3:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,RR,VIP,VIP,League,No,No,Medium,Sunny,30,Low,24795,55000,7168,3-7 days before,30,3500,3350
2023-08-25,Friday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,KKR,Corporate Box,Corporate,League,No,No,Medium,Cloudy,24,Low,9261,30000,8217,3-7 days before,23,5000,4750
2023-03-28,Tuesday,7:30 PM,Sawai Mansingh Stadium,Jaipur,RR,SRH,South,Standard,League,No,Yes,Medium,Sunny,23,High,17535,30000,1898,6-24 hours before,13,900,1150
2023-05-05,Friday,7:30 PM,Arun Jaitley Stadium,Delhi,DC,SRH,South,Premium,Final,No,Yes,Medium,Cloudy,20,Low,20730,41820,7500,0-1 hour before,30,1800,2950
2023-04-23,Sunday,7:30 PM,Narendra Modi Stadium,Ahmedabad,GT,RCB,VIP,Corporate,League,Yes,No,High,Sunny,19,Medium,57196,132000,24397,6-24 hours before,5,5000,6800
2023-05-28,Sunday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,RR,Corporate Box,Corporate,Final,Yes,No,Medium,Sunny,10,Medium,25413,35000,2273,1-3 days before,29,5000,9300
2023-06-20,Tuesday,7:30 PM,Eden Gardens,Kolkata,KKR,CSK,VIP,VIP,Eliminator,No,No,High,Rainy,56,Medium,31419,66000,9444,3-7 days before,23,3500,4150
2023-08-14,Monday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,DC,North,Premium,Eliminator,No,No,Low,Sunny,6,Low,11859,35000,9156,6-24 hours before,20,1800,1950
2023-07-21,Friday,3:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,LSG,East,Economy,League,No,Yes,Low,Sunny,17,Very High,53900,55000,186,3-7 days before,25,500,700
2023-06-12,Monday,7:30 PM,Eden Gardens,Kolkata,KKR,SRH,East,Economy,Final,No,No,Medium,Cloudy,4,High,59917,66000,2431,6-24 hours before,10,500,1050
2023-06-26,Monday,3:30 PM,Wankhede Stadium,Mumbai,MI,RR,South,Premium,League,No,No,Medium,Partly Cloudy,10,Medium,14475,33108,1827,3-7 days before,19,1800,1800
2023-04-23,Sunday,3:30 PM,Wankhede Stadium,Mumbai,MI,LSG,South,Premium,Eliminator,Yes,No,Low,Sunny,6,High,17859,33108,1024,6-24 hours before,26,1800,2800
2023-08-12,Saturday,7:30 PM,Sawai Mansingh Stadium,Jaipur,RR,MI,North,Premium,Eliminator,Yes,No,High,Rainy,10,Medium,22535,30000,616,6-24 hours before,8,1800,2750
2023-04-18,Tuesday,3:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,RCB,VIP,VIP,League,No,Yes,High,Sunny,17,Low,14485,50000,13455,1-6 hours before,2,3500,5700
2023-09-02,Saturday,3:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,RCB,West,Standard,Qualifier,Yes,No,High,Rainy,70,Medium,28158,50000,6301,6-24 hours before,18,900,1450
2023-08-12,Saturday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,DC,South,Standard,League,Yes,Yes,Low,Cloudy,11,Low,17270,35000,3440,3-7 days before,9,900,1100
2023-09-21,Thursday,7:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,MI,VIP,Corporate,League,No,No,High,Sunny,18,Medium,25058,50000,2366,1-6 hours before,26,5000,5500
2023-04-27,Thursday,3:30 PM,Wankhede Stadium,Mumbai,MI,KKR,East,Standard,Qualifier,No,No,Medium,Cloudy,4,Very High,25358,33108,692,0-1 hour before,20,900,1550
2023-07-08,Saturday,3:30 PM,Wankhede Stadium,Mumbai,MI,CSK,VIP,VIP,League,Yes,No,High,Cloudy,3,Very High,26323,33108,1315,7+ days before,16,3500,6700
2023-09-03,Sunday,3:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,SRH,North,Premium,Eliminator,Yes,No,Medium,Partly Cloudy,21,Medium,16050,26950,1589,0-1 hour before,8,1800,2550
2023-04-09,Sunday,3:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,RCB,VIP,Corporate,League,Yes,No,High,Sunny,9,Low,8619,26950,3650,0-1 hour before,15,5000,6500
2023-08-22,Tuesday,7:30 PM,Sawai Mansingh Stadium,Jaipur,RR,MI,South,Standard,League,No,No,High,Partly Cloudy,26,Medium,16687,30000,1413,1-6 hours before,14,900,1050
2023-09-06,Wednesday,7:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,KKR,Corporate Box,Corporate,League,No,No,Medium,Cloudy,16,Medium,24174,55000,10841,3-7 days before,25,5000,4700
2023-04-10,Monday,3:30 PM,Arun Jaitley Stadium,Delhi,DC,CSK,South,Premium,Eliminator,No,No,High,Rainy,76,Very High,39505,41820,864,1-6 hours before,20,1800,2700
2023-05-02,Tuesday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,CSK,VIP,Corporate,League,No,No,High,Sunny,6,Medium,20791,30000,2783,1-3 days before,8,5000,6200
2023-09-01,Friday,7:30 PM,Narendra Modi Stadium,Ahmedabad,GT,SRH,VIP,Corporate,League,No,No,Medium,Sunny,6,Very High,104917,132000,9485,6-24 hours before,15,5000,6600
2023-07-29,Saturday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,GT,Corporate Box,Corporate,Qualifier,Yes,No,Medium,Sunny,28,Low,10580,30000,1269,1-3 days before,13,5000,7800
2023-09-15,Friday,7:30 PM,Wankhede Stadium,Mumbai,MI,RCB,West,Standard,League,No,No,High,Sunny,8,Low,13139,33108,1839,6-24 hours before,20,900,1150
2023-04-17,Monday,7:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,SRH,Corporate Box,Corporate,League,No,No,Medium,Sunny,19,High,21952,26950,1580,0-1 hour before,15,5000,5750
2023-09-09,Saturday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,RCB,VIP,VIP,Qualifier,Yes,No,High,Partly Cloudy,3,Low,11871,30000,6774,6-24 hours before,0,3500,7150
2023-07-18,Tuesday,3:30 PM,Eden Gardens,Kolkata,KKR,LSG,East,Economy,Qualifier,No,Yes,Low,Sunny,26,Medium,45869,66000,6167,1-6 hours before,26,500,600
2023-07-20,Thursday,3:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,GT,West,Standard,League,No,No,Medium,Cloudy,23,Medium,32542,50000,6250,6-24 hours before,26,900,900
2023-05-04,Thursday,7:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,RCB,North,Standard,League,No,No,High,Sunny,26,Very High,33255,50000,5317,1-6 hours before,2,900,1700
2023-05-22,Monday,3:30 PM,Wankhede Stadium,Mumbai,MI,PBKS,VIP,Corporate,Eliminator,No,No,Low,Sunny,19,High,25944,33108,2748,1-3 days before,5,5000,7300
2023-06-13,Tuesday,7:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,KKR,West,Economy,League,No,No,Medium,Sunny,17,Medium,11761,26950,3850,7+ days before,4,500,550
2023-04-22,Saturday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,RR,Corporate Box,Corporate,League,Yes,No,Medium,Sunny,28,Medium,15769,35000,7072,3-7 days before,27,5000,5700
2023-08-09,Wednesday,3:30 PM,Wankhede Stadium,Mumbai,MI,KKR,Corporate Box,Corporate,League,No,No,Medium,Sunny,4,High,17282,33108,3508,1-6 hours before,4,5000,7500
2023-08-04,Friday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,MI,South,Economy,Qualifier,No,No,High,Cloudy,23,High,25565,35000,2721,6-24 hours before,0,500,1100
2023-09-11,Monday,3:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,CSK,East,Economy,League,No,No,High,Rainy,79,Low,23209,55000,6939,0-1 hour before,14,500,500
2023-04-08,Saturday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,GT,South,Premium,League,Yes,No,Medium,Sunny,29,High,19347,30000,1621,1-6 hours before,2,1800,2850
2023-07-25,Tuesday,7:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,RR,West,Economy,League,No,No,Medium,Rainy,69,High,26061,50000,4376,0-1 hour before,16,500,450
2023-08-25,Friday,3:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,CSK,North,Premium,League,No,Yes,High,Cloudy,2,Medium,33349,55000,5098,1-3 days before,12,1800,2400
2023-05-02,Tuesday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,PBKS,South,Premium,Qualifier,No,No,Low,Sunny,26,Medium,22075,35000,3946,3-7 days before,22,1800,1900
2023-07-07,Friday,3:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,CSK,VIP,Corporate,League,No,No,High,Rainy,7,High,23966,26950,1144,3-7 days before,5,5000,5500
2023-04-06,Thursday,3:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,GT,Premium,Premium,League,No,No,Medium,Cloudy,16,High,34694,55000,6226,7+ days before,5,1800,2250
2023-05-27,Saturday,3:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,DC,East,Standard,League,Yes,No,Low,Sunny,21,Low,11431,26950,4138,6-24 hours before,23,900,900
2023-07-07,Friday,7:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,KKR,South,Standard,Qualifier,No,No,Medium,Sunny,23,High,38208,50000,1472,6-24 hours before,30,900,1300
2023-04-04,Tuesday,7:30 PM,Wankhede Stadium,Mumbai,MI,DC,VIP,VIP,League,No,No,Low,Rainy,42,Very High,20705,33108,2370,1-6 hours before,23,3500,3600
2023-09-15,Friday,3:30 PM,Eden Gardens,Kolkata,KKR,RR,East,Economy,League,No,No,Medium,Sunny,25,Medium,34071,66000,8029,3-7 days before,16,500,500
